"id","iot_tbl","iot_fld","storage_type","src_disconn","samp_freq_mismatch","samp_freq_diag_time","samp_freq_clr_time","conv_amp_factor","norm_val","auto_mon_max_val","auto_clr_max_val","max_val_thres","max_val_estab_time","max_val_clr_time","auto_mon_min_val","auto_clr_min_val","min_val_thres","min_val_estab_time","min_val_clr_time","auto_mon_rate_chg","auto_clr_rate_chg","rate_chg_thres","rate_chg_estab_time","rate_chg_clr_time","auto_mon_dead_zone","auto_clr_dead_zone","dead_zone_thres_z1","dead_zone_thres_v1","dead_zone_thres_v2","dead_zone_thres_v3","created_at","updated_at","site_id","conv_amp_factor_sign","norm_val_sign"
23,root.ln.`1521714652626283467`,"4303_20836",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
24,root.ln.`1521714652626283467`,"4304_16489",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
25,root.ln.`1521714652626283467`,"4304_16678",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
26,root.ln.`1521714652626283467`,"4304_16867",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
27,root.ln.`1521714652626283467`,"4304_17056",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
28,root.ln.`1521714652626283467`,"4304_17245",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
29,root.ln.`1521714652626283467`,"4304_17434",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
30,root.ln.`1521714652626283467`,"4304_17623",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
31,root.ln.`1521714652626283467`,"4304_17812",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
32,root.ln.`1521714652626283467`,"4304_18001",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
33,root.ln.`1521714652626283467`,"4304_18190",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
34,root.ln.`1521714652626283467`,"4304_18379",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
35,root.ln.`1521714652626283467`,"4304_18568",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
36,root.ln.`1521714652626283467`,"4304_18757",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
37,root.ln.`1521714652626283467`,"4304_18946",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
38,root.ln.`1521714652626283467`,"4304_19135",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
39,root.ln.`1521714652626283467`,"4304_19324",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
40,root.ln.`1521714652626283467`,"4304_19513",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
1,root.ln.`1521714652626283467`,"4303_16678",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
41,root.ln.`1521714652626283467`,"4304_19702",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
42,root.ln.`1521714652626283467`,"4304_19891",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
43,root.ln.`1521714652626283467`,"4304_20080",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
44,root.ln.`1521714652626283467`,"4304_20269",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
45,root.ln.`1521714652626283467`,"4304_20458",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
46,root.ln.`1521714652626283467`,"4304_20647",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
47,root.ln.`1521714652626283467`,"4304_20836",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
48,root.ln.`1521714652626283467`,"4303_16488",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
49,root.ln.`1521714652626283467`,"4303_16677",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
50,root.ln.`1521714652626283467`,"4303_16866",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
51,root.ln.`1521714652626283467`,"4303_17055",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
52,root.ln.`1521714652626283467`,"4303_17244",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
53,root.ln.`1521714652626283467`,"4303_17433",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
54,root.ln.`1521714652626283467`,"4303_17622",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
55,root.ln.`1521714652626283467`,"4303_17811",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
56,root.ln.`1521714652626283467`,"4303_18000",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
57,root.ln.`1521714652626283467`,"4303_18189",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
58,root.ln.`1521714652626283467`,"4303_18378",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
59,root.ln.`1521714652626283467`,"4303_18567",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
60,root.ln.`1521714652626283467`,"4303_18756",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
61,root.ln.`1521714652626283467`,"4303_18945",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
62,root.ln.`1521714652626283467`,"4303_19134",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
63,root.ln.`1521714652626283467`,"4303_19323",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
64,root.ln.`1521714652626283467`,"4303_19512",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
65,root.ln.`1521714652626283467`,"4303_19701",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
66,root.ln.`1521714652626283467`,"4303_19890",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
67,root.ln.`1521714652626283467`,"4303_20079",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
68,root.ln.`1521714652626283467`,"4303_20268",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
69,root.ln.`1521714652626283467`,"4303_20457",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
70,root.ln.`1521714652626283467`,"4303_20646",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
71,root.ln.`1521714652626283467`,"4303_20835",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
72,root.ln.`1521714652626283467`,"4304_16488",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
73,root.ln.`1521714652626283467`,"4304_16677",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
74,root.ln.`1521714652626283467`,"4304_16866",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
75,root.ln.`1521714652626283467`,"4304_17055",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
76,root.ln.`1521714652626283467`,"4304_17244",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
77,root.ln.`1521714652626283467`,"4304_17433",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
78,root.ln.`1521714652626283467`,"4304_17622",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
79,root.ln.`1521714652626283467`,"4304_17811",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
80,root.ln.`1521714652626283467`,"4304_18000",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
81,root.ln.`1521714652626283467`,"4304_18189",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
82,root.ln.`1521714652626283467`,"4304_18378",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
83,root.ln.`1521714652626283467`,"4304_18567",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
84,root.ln.`1521714652626283467`,"4304_18756",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
85,root.ln.`1521714652626283467`,"4304_18945",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
86,root.ln.`1521714652626283467`,"4304_19134",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
87,root.ln.`1521714652626283467`,"4304_19323",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
88,root.ln.`1521714652626283467`,"4304_19512",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
89,root.ln.`1521714652626283467`,"4304_19701",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
90,root.ln.`1521714652626283467`,"4304_19890",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
91,root.ln.`1521714652626283467`,"4304_20079",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
92,root.ln.`1521714652626283467`,"4304_20268",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
93,root.ln.`1521714652626283467`,"4304_20457",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
94,root.ln.`1521714652626283467`,"4304_20646",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
95,root.ln.`1521714652626283467`,"4304_20835",float,true,true,"30.0","45.0",,1.0,true,true,150.0,"45.0","45.0",true,true,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,30.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
96,root.ln.`1521714652626283467`,"4303_16490",float,true,true,"30.0","45.0",,1.0,false,false,150.0,"45.0","45.0",false,false,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,45.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
97,root.ln.`1521714652626283467`,"4303_16679",float,true,true,"30.0","45.0",,1.0,false,false,150.0,"45.0","45.0",false,false,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,45.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
98,root.ln.`1521714652626283467`,"4303_16868",float,true,true,"30.0","45.0",,1.0,false,false,150.0,"45.0","45.0",false,false,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,45.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
99,root.ln.`1521714652626283467`,"4303_17057",float,true,true,"30.0","45.0",,1.0,false,false,150.0,"45.0","45.0",false,false,-25.0,"30.0","30.0",true,true,10.0,"30.0","45.0",true,true,45.0,0.01,0.01,0.01,,,"1521714652626283467",false,true
